id,a1,a2
36656,42262,35282
36657,22515,21450
36658,2623,36744
36659,24515,33101
36660,21689,31850
36661,5570,31724
36662,3471,5538
36663,14222,31604
36664,2398,37486
36665,7546,27667
36666,30861,24039
36667,7653,38073
36668,16756,9201
36669,42186,4546
36670,1665,35272
36671,33320,15761
36672,36286,37462
36673,1621,30343
36674,41541,16379
36675,44950,9919
36676,14848,6500
36677,17731,36087
36678,27266,3970
36679,23686,11727
36680,42295,17996
36681,15333,45505
36682,1289,17074
36683,17586,24666
36684,1957,6362
36685,5866,11694
36686,10307,26037
36687,29674,48741
36688,31554,9024
36689,6669,43606
36690,8385,15168
36691,1744,1330
36692,20869,28443
36693,35181,38131
36694,5793,30948
36695,37039,44800
36696,8436,5727
36697,29749,6050
36698,3035,21885
36699,32141,49010
36700,29556,20068
36701,x36701,y36701
36702,32299,45368
36703,39885,6515
36704,x36704,y36704
36705,17884,2469
36706,1851,44385
36707,29747,11316
36708,36981,23048
36709,22902,24679
36710,48040,4196
36711,27008,10988
36712,22883,25428
36713,12704,12188
36714,47022,37015
36715,37661,49469
36716,9843,39864
36717,38854,38545
36718,42325,38019
36719,20330,26925
36720,20774,48951
36721,26681,49153
36722,7091,35322
36723,41437,27211
36724,21206,31717
36725,1780,41132
36726,32774,44346
36727,38210,49531
36728,49479,3868
36729,19406,10099
36730,36365,7932
36731,9683,5319
36732,645,47962
36733,49964,21147
36734,4532,23285
36735,43304,49179
36736,35949,41093
36737,12173,36115
36738,12481,43095
36739,20532,13378
36740,33792,28975
36741,21075,31051
36742,851,6121
36743,43522,9735
36744,32451,38777
36745,46407,3420
36746,49312,46164
36747,15185,17558
36748,42324,27135
36749,4774,23860
36750,19533,42718
36751,37698,2146
36752,32461,29151
36753,40438,33514
36754,30995,18854
36755,13721,11616
36756,13276,7723
36757,29051,30735
36758,15977,34
36759,17272,36562
36760,32016,42375
36761,27867,5674
36762,5353,47988
36763,6320,31736
36764,x36764,y36764
36765,25794,49157
36766,731,36538
36767,23781,4193
36768,13917,40903
36769,36589,6019
36770,13597,5162
36771,23934,11441
36772,12156,33023
36773,1558,39793
36774,2769,16692
36775,39142,13878
36776,30426,21805
36777,4832,30624
36778,31076,20419
36779,46211,32601
36780,31227,9924
36781,20076,37012
36782,11805,38808
36783,30655,45405
36784,26870,13205
36785,18441,2440
36786,7457,42555
36787,6723,4476
36788,40322,33464
36789,15021,33665
36790,19211,35974
36791,5739,20539
36792,14981,31856
36793,7086,23325
36794,16836,7866
36795,6303,21175
36796,46893,26933
36797,14739,5962
36798,2805,30090
36799,4331,35803
36800,7870,24820
36801,29,33698
36802,49462,48540
36803,20905,43540
36804,47717,22484
36805,24716,13157
36806,666,36891
36807,6436,45379
36808,45695,37134
36809,19986,1581
36810,26878,28810
36811,6288,15330
36812,28969,1796
36813,18340,1905
36814,3432,27375
36815,25357,408
36816,14637,19673
36817,5699,37065
36818,5958,3407
36819,9799,25711
36820,11356,41231
36821,4955,32406
36822,28259,11209
36823,15729,2124
36824,23038,45200
36825,40197,21429
36826,16741,40972
36827,5125,31953
36828,12382,9563
36829,17386,35393
36830,7652,18552
36831,1703,1818
36832,17657,22120
36833,41881,2652
36834,47670,10020
36835,18535,32825
36836,3957,25387
36837,x36837,y36837
36838,14936,18884
36839,35558,21661
36840,39218,45266
36841,25839,32375
36842,5490,18260
36843,23031,36297
36844,4614,40674
36845,47143,48492
36846,8995,15105
36847,4392,6354
36848,49979,47910
36849,39484,24291
36850,48282,29231
36851,37489,45885
36852,46678,7151
36853,35156,31612
36854,40978,43799
36855,29192,14735
36856,8793,22372
36857,34102,22607
36858,32029,45757
36859,1408,36146
36860,20731,9464
36861,47075,44592
36862,44224,24896
36863,x36863,y36863
36864,28857,23784
36865,26142,46727
36866,30667,35949
36867,30224,29943
36868,17293,4653
36869,7697,4582
36870,41777,34747
36871,20251,22218
36872,15280,6615
36873,47740,33335
36874,36420,15782
36875,9188,8413
36876,19612,6068
36877,27663,7901
36878,35464,10899
36879,3764,49669
36880,38401,39546
36881,1588,3834
36882,37455,34239
36883,45857,45439
36884,x36884,y36884
36885,45024,3261
36886,29594,36877
36887,39214,2288
36888,40617,6162
36889,14286,44912
36890,6443,1066
36891,40260,7725
36892,15757,13250
36893,15179,40723
36894,44654,38438
36895,36333,36710
36896,x36896,y36896
36897,12423,7181
36898,24269,30259
36899,10404,41041
36900,12726,1541
36901,7185,45962
36902,5687,24268
36903,9083,1169
36904,12529,2773
36905,25116,22253
36906,6442,8609
36907,27596,43781
36908,39011,24321
36909,x36909,y36909
36910,17892,28011
36911,x36911,y36911
36912,46930,4624
36913,8952,41420
36914,14356,42461
36915,24891,2853
36916,33315,22633
36917,18874,47202
36918,29084,46363
36919,32181,7930
36920,23408,35204
36921,31024,43004
36922,11766,19143
36923,48165,33579
36924,26474,4099
36925,34193,33864
36926,14069,44037
36927,39411,37241
36928,33264,9466
36929,10182,35698
36930,13855,22651
36931,18266,19586
36932,12111,49382
36933,36220,18120
36934,45662,1887
36935,1251,541
36936,33346,33665
36937,5800,45245
36938,34886,36172
36939,31000,11727
36940,48816,29252
36941,11617,32766
36942,17728,47433
36943,2572,6417
36944,35886,40371
36945,36994,24620
36946,3542,7183
36947,49899,43802
36948,49936,22366
36949,36284,10142
36950,8561,3216
36951,39310,38292
36952,7018,22633
36953,11698,45798
36954,23668,12192
36955,39672,6971
36956,45146,27675
36957,38001,17966
36958,19140,19740
36959,32744,16303
36960,7981,23870
36961,49788,3298
36962,25517,14291
36963,37841,39220
36964,38904,25087
36965,29097,17566
36966,16574,10347
36967,36104,15429
36968,30507,11707
36969,2127,3233
36970,9793,38531
36971,23520,45346
36972,47016,12122
36973,3162,15067
36974,x36974,y36974
36975,44387,28638
36976,30815,15455
36977,3001,23750
36978,34340,38578
36979,39079,40131
36980,36413,41311
36981,39255,38624
36982,27401,26633
36983,4869,20438
36984,20394,32982
36985,37918,33794
36986,47895,46626
36987,16976,39027
36988,15377,14983
36989,3334,33227
36990,1117,3191
36991,26455,10285
36992,26613,24364
36993,25106,39519
36994,19731,10597
36995,49553,1265
36996,4521,16480
36997,42380,34757
36998,32459,20131
36999,2004,47819
37000,29540,27500
37001,3167,7466
37002,11266,42741
37003,2411,32931
37004,22,14356
37005,26522,12232
37006,47854,36815
37007,6059,28202
37008,26616,7627
37009,7556,44518
37010,23535,41865
37011,27193,295
37012,42954,3851
37013,24795,38486
37014,6318,26093
37015,41099,34042
37016,45624,35835
37017,38225,1878
37018,41546,38661
37019,8458,19978
37020,27713,43502
37021,22250,9340
37022,3667,49614
37023,24278,7307
37024,17403,28333
37025,42166,3510
37026,5295,16167
37027,19048,6022
37028,3959,24798
37029,13551,11266
37030,3000,8831
37031,38803,46567
37032,4016,31717
37033,36938,40604
37034,35939,13958
37035,40688,44015
37036,8538,40920
37037,15919,47377
37038,3254,11544
37039,47063,17909
37040,3037,36971
37041,6785,25818
37042,15059,5739
37043,30112,43828
37044,39062,12608
37045,19510,29442
37046,26456,40781
37047,20668,22171
37048,3642,28766
37049,x37049,y37049
37050,16240,35267
37051,36626,10410
37052,5930,47745
37053,34130,18364
37054,25080,20753
37055,28803,47083
37056,2685,32267
37057,44736,24234
37058,8824,11330
37059,17501,6369
37060,44077,46692
37061,15500,17204
37062,24289,47958
37063,7255,18477
37064,42871,16152
37065,26850,24236
37066,40756,13397
37067,10644,14446
37068,32207,8571
37069,3822,20336
37070,34021,6149
37071,4193,22765
37072,14736,46850
37073,9638,33786
37074,30253,39929
37075,6886,41910
37076,18139,46566
37077,11995,23200
37078,20536,45924
37079,15310,14447
37080,23448,24164
37081,19340,37686
37082,x37082,y37082
37083,2600,22481
37084,6316,20547
37085,19085,1074
37086,x37086,y37086
37087,33263,17154
37088,8341,852
37089,7934,10850
37090,8959,18679
37091,25721,21897
37092,7139,24214
37093,33201,21520
37094,46474,28309
37095,13212,10632
37096,31698,2930
37097,43771,7698
37098,49106,21168
37099,18095,42311
37100,12041,3600
37101,37802,2591
37102,20579,24582
37103,17266,30392
37104,44715,447
37105,x37105,y37105
37106,36977,18486
37107,23950,14827
37108,42539,14879
37109,43221,39311
37110,44414,44359
37111,6303,31273
37112,13031,20935
37113,16474,25292
37114,49431,40379
37115,35347,11520
37116,8807,40989
37117,11376,346
37118,36630,35828
37119,39510,4183
37120,49909,40415
37121,24243,36634
37122,19348,27112
37123,2274,37756
37124,31651,42558
37125,44391,40606
37126,12059,20642
37127,16599,5669
37128,49205,41662
37129,19194,4089
37130,29075,17907
37131,48961,300
37132,6760,3994
37133,40786,32686
37134,42282,2686
37135,31204,22806
37136,42849,36555
37137,7915,32156
37138,17063,2058
37139,17162,11749
37140,27681,35525
37141,11461,25378
37142,49987,26678
37143,33685,26040
37144,39214,9371
37145,3748,8232
37146,22780,42860
37147,12233,10279
37148,43411,6455
37149,13920,41742
37150,45144,42291
37151,13713,13000
37152,49746,14738
37153,15474,17335
37154,17760,4806
37155,17762,37731
37156,21122,32
37157,892,47309
37158,40432,26184
37159,12033,41168
37160,39361,25607
37161,29910,36214
37162,42492,45466
37163,48207,37296
37164,35763,20269
37165,43032,5330
37166,45601,9662
37167,27114,11574
37168,40678,15007
37169,15886,17655
37170,5503,45298
37171,32884,36131
37172,34017,41312
37173,38958,39633
37174,45128,26841
37175,11834,30199
37176,42627,44087
37177,28246,30882
37178,33104,11907
37179,25919,18824
37180,9551,4862
37181,20161,17956
37182,7211,39062
37183,20880,32517
37184,12984,34412
37185,42374,4641
37186,8362,23085
37187,8957,36181
37188,43535,47799
37189,44940,32918
37190,36621,35096
37191,15184,26480
37192,20110,26278
37193,48359,20184
37194,15836,4092
37195,29881,30915
37196,44634,49120
37197,46621,29949
37198,33290,21766
37199,18027,25134
37200,763,25955
37201,5557,21948
37202,20480,26851
37203,22976,40518
37204,11083,5023
37205,36600,22684
37206,6778,12515
37207,12623,21076
37208,23171,45184
37209,8162,35012
37210,48066,48939
37211,9248,9865
37212,47424,40640
37213,3677,7642
37214,30353,38474
37215,40895,43952
37216,11788,35053
37217,19368,17227
37218,28250,20011
37219,42302,17588
37220,33124,10622
37221,37708,26579
37222,28477,45871
37223,24979,21639
37224,24485,12289
37225,22252,21220
37226,19762,7945
37227,515,47981
37228,33251,24252
37229,12623,12141
37230,5664,8084
37231,41741,26129
37232,36261,21189
37233,12393,40473
37234,32376,28422
37235,20877,648
37236,10905,20384
37237,2055,5747
37238,22136,25690
37239,5935,10732
37240,36446,30516
37241,37711,29770
37242,7206,43705
37243,18524,314
37244,24824,5859
37245,24213,13427
37246,7668,15706
37247,43016,34802
37248,49349,15957
37249,17120,1206
37250,22611,9388
37251,24172,38045
37252,36874,49964
37253,18657,10293
37254,11780,41858
37255,4546,14037
37256,4086,44857
37257,48314,21216
37258,47966,1748
37259,32686,33285
37260,19749,7898
37261,1086,48867
37262,47257,46063
37263,9946,17750
37264,2779,35047
37265,34773,37404
37266,11310,47229
37267,25346,4544
37268,33014,17007
37269,34348,12992
37270,45299,39561
37271,30948,30500
37272,3695,30853
37273,21749,27882
37274,7400,12986
37275,49488,18080
37276,30354,30924
37277,3104,31277
37278,43096,35079
37279,46991,31378
37280,30003,27312
37281,47001,27054
37282,25183,8933
37283,32419,13576
37284,7261,45524
37285,13080,46950
37286,24125,9446
37287,398,17241
37288,15868,42042
37289,7186,35416
37290,14393,9577
37291,22308,30623
37292,5787,41727
37293,24536,42018
37294,2723,42273
37295,19866,19856
37296,40174,32117
37297,44209,5649
37298,44569,1670
37299,13016,22886
37300,16547,19029
37301,43642,43957
37302,12994,24682
37303,24180,26486
37304,48373,10744
37305,28233,40950
37306,8092,15620
37307,49486,40463
37308,46287,14249
37309,16096,23538
37310,25095,14667
37311,48430,11862
37312,16431,34630
37313,8198,17017
37314,49549,24786
37315,7591,21386
37316,9848,13133
37317,9426,6700
37318,35331,36912
37319,29552,46849
37320,4819,43387
37321,48649,32524
37322,3209,9086
37323,14069,33899
37324,10184,28197
37325,66,48060
37326,16872,47034
37327,12756,21499
37328,22358,49551
37329,40877,13931
37330,6235,10438
37331,10538,8759
37332,9825,32551
37333,34516,24247
37334,22205,5221
37335,11388,48718
37336,32504,46438
37337,33063,20714
37338,6822,25617
37339,33297,36149
37340,33559,41273
37341,23207,2659
37342,30308,6721
37343,27459,10598
37344,5337,40888
37345,15769,29958
37346,27423,4195
37347,47742,10000
37348,28141,28796
37349,49210,32879
37350,43242,45387
37351,46378,26577
37352,11657,30799
37353,24023,33415
37354,12803,12042
37355,43590,30964
37356,1852,35972
37357,38728,42382
37358,1084,7127
37359,30816,31286
37360,7135,38185
37361,9675,41633
37362,16807,40590
37363,28012,22794
37364,35504,48612
37365,37041,27555
37366,29988,39661
37367,44139,10513
37368,16735,18828
37369,39681,44455
37370,20869,21019
37371,4371,26769
37372,3099,7517
37373,35279,144
37374,34565,17064
37375,32707,47520
37376,12793,8723
37377,31541,21173
37378,4617,30651
37379,35341,7137
37380,46841,37492
37381,40971,39284
37382,28097,11798
37383,35580,37360
37384,23492,16269
37385,37396,11955
37386,48302,33753
37387,2471,16241
37388,22151,3631
37389,4864,31652
37390,28523,26067
37391,38398,4
37392,34969,43467
37393,23222,10139
37394,26257,36706
37395,34360,3707
37396,48960,5457
37397,17558,35925
37398,1306,15486
37399,41316,17161
37400,4440,29846
37401,1670,42809
37402,7323,21495
37403,40186,30923
37404,47211,48967
37405,49280,24360
37406,9512,3277
37407,8172,35541
37408,6436,46814
37409,792,48030
37410,33482,44372
37411,39493,10372
37412,45611,4493
37413,30114,49454
37414,32720,944
37415,12666,3424
37416,19672,8224
37417,9642,21836
37418,5239,34577
37419,28922,30347
37420,12057,30316
37421,43,21108
37422,11660,2120
37423,31915,42684
37424,5711,46670
37425,47758,7461
37426,20423,43373
37427,2347,16277
37428,45768,38901
37429,2721,31072
37430,29121,45844
37431,18257,40031
37432,49823,24997
37433,30605,38701
37434,1168,17783
37435,25372,48843
37436,12835,31331
37437,42205,41927
37438,18585,6368
37439,3822,20916
37440,45101,18856
37441,29896,9154
37442,12491,48676
37443,26204,36046
37444,15824,42668
37445,30864,43127
37446,24202,44183
37447,2817,9368
37448,12929,36758
37449,27334,26533
37450,7442,24674
37451,29922,34267
37452,42321,27848
37453,x37453,y37453
37454,41602,45323
37455,11349,8392
37456,x37456,y37456
37457,23413,42877
37458,46982,8778
37459,42460,9770
37460,21487,15725
37461,38051,4065
37462,36713,49427
37463,7611,33879
37464,22412,5715
37465,46904,31935
37466,1245,48830
37467,47833,43436
37468,43420,30459
37469,13596,33054
37470,17629,25050
37471,49200,25733
37472,21162,40700
37473,30959,25425
37474,39385,40594
37475,37452,18767
37476,33991,14094
37477,11030,6179
37478,47533,5880
37479,48982,23016
37480,44729,30872
37481,23662,8499
37482,28102,42520
37483,25405,38822
37484,19344,44481
37485,11602,47361
37486,2326,44140
37487,5473,29606
37488,19262,28608
37489,13303,30970
37490,23979,39556
37491,49043,14534
37492,30711,579
37493,34101,20727
37494,30476,20363
37495,15760,16668
37496,22083,30692
37497,2507,45317
37498,18991,21950
37499,17910,34305
37500,29505,26268
37501,32799,19329
37502,8629,7054
37503,35562,13937
37504,x37504,y37504
37505,26306,21772
37506,22267,10474
37507,13368,1038
37508,7580,3405
37509,6302,25255
37510,15036,19409
37511,30687,11837
37512,46461,26757
37513,28248,13276
37514,31655,33171
37515,24378,19185
37516,20880,44494
37517,19086,41850
37518,32981,23078
37519,7215,15699
37520,7422,2668
37521,28076,45145
37522,29357,22224
37523,28014,39584
37524,29358,32548
37525,22126,45344
37526,47517,49176
37527,2903,31304
37528,46979,36656
37529,1809,35250
37530,10699,27659
37531,15620,26284
37532,17715,15831
37533,21516,23451
37534,28705,29267
37535,39554,37731
37536,41392,3111
37537,43584,38676
37538,832,47066
37539,3527,3272
37540,11286,17353
37541,12723,47530
37542,24451,8434
37543,30858,44113
37544,23213,26077
37545,20899,45610
37546,21159,28694
37547,39853,24430
37548,18689,8431
37549,20444,5986
37550,21855,28733
37551,49073,15257
37552,35469,8575
37553,29262,26106
37554,17517,27272
37555,16298,43303
37556,40453,27904
37557,49252,30500
37558,12339,18164
37559,33201,40044
37560,13132,30549
37561,29039,48653
37562,24091,4828
37563,33819,46425
37564,1939,5622
37565,21190,29567
37566,32914,25245
37567,x37567,y37567
37568,45074,5632
37569,23422,47649
37570,34723,4837
37571,36072,5398
37572,48502,22249
37573,46206,48345
37574,17118,48532
37575,15502,20181
37576,7442,38686
37577,23853,36128
37578,37785,33267
37579,6042,47165
37580,7722,29620
37581,33795,2356
37582,10344,12319
37583,12416,30810
37584,25162,36803
37585,30037,5611
37586,4523,757
37587,19019,36630
37588,1907,42514
37589,35772,48937
37590,34416,32505
37591,27510,49102
37592,37903,29218
37593,9242,17731
37594,47519,48162
37595,41420,29826
37596,20798,40104
37597,2926,31119
37598,13035,29467
37599,40683,31371
37600,19927,48916
37601,46780,34563
37602,186,43056
37603,25884,7438
37604,16596,23199
37605,44423,30190
37606,45162,13778
37607,29094,4830
37608,16470,3543
37609,45716,16409
37610,9262,34768
37611,18689,4698
37612,25644,47455
37613,17993,35253
37614,45614,26347
37615,13336,10192
37616,8239,24402
37617,34220,15443
37618,14858,32439
37619,41524,31213
37620,3983,49047
37621,43975,49324
37622,2421,39203
37623,48260,484
37624,34694,34504
37625,6836,39699
37626,8750,19961
37627,34341,1717
37628,9305,19438
37629,7308,27294
37630,25809,35237
37631,3159,17424
37632,21387,6658
37633,21350,41646
37634,42989,40380
37635,19369,16157
37636,45917,29492
37637,28231,46633
37638,17667,29140
37639,29278,18954
37640,3077,10625
37641,30595,25030
37642,27877,49038
37643,11930,4458
37644,5935,42743
37645,47812,49070
37646,48632,6652
37647,28868,39205
37648,27457,24563
37649,12492,1444
37650,26416,45513
37651,21781,16519
37652,31217,18226
37653,28929,43492
37654,18055,49919
37655,16103,6224
37656,33249,48966
37657,43852,34060
37658,29553,26477
37659,16632,36791
37660,37442,43587
37661,40583,42570
37662,14085,30211
37663,45966,26190
37664,46188,23500
37665,46142,14388
37666,12622,1497
37667,19162,22582
37668,8758,34668
37669,12539,45532
37670,4316,37831
37671,17069,49724
37672,40355,1389
37673,x37673,y37673
37674,4810,30798
37675,3689,41187
37676,12498,6656
37677,4530,1442
37678,49133,6982
37679,22574,43782
37680,12471,223
37681,32641,29198
37682,41194,37385
37683,5996,39488
37684,49904,7194
37685,20343,1931
37686,42954,12457
37687,29474,24230
37688,20568,29043
37689,40320,25764
37690,27185,36962
37691,43754,30449
37692,9863,15857
37693,22764,32706
37694,35554,39687
37695,13534,7275
37696,18980,20570
37697,14641,44614
37698,823,35660
37699,27292,18839
37700,21177,35061
37701,17439,12008
37702,36281,27659
37703,7851,21441
37704,7847,15156
37705,31689,23367
37706,3037,34302
37707,19147,2327
37708,39743,10204
37709,48420,46320
37710,1243,15940
37711,10909,23106
37712,35689,20630
37713,1939,15741
37714,5612,10379
37715,35658,19006
37716,9458,4081
37717,14307,24266
37718,47415,5005
37719,18876,49433
37720,37190,15360
37721,27961,29299
37722,2485,26753
37723,17486,16674
37724,22187,30685
37725,15167,29094
37726,18793,19519
37727,20767,45138
37728,1542,49988
37729,40287,8371
37730,6110,1613
37731,38465,22003
37732,34965,41044
37733,40854,18382
37734,523,15292
37735,6085,32177
37736,14957,16357
37737,16607,13811
37738,14815,48609
37739,42936,44017
37740,2989,6511
37741,10222,41693
37742,17757,14757
37743,16273,13871
37744,17679,37864
37745,37701,36700
37746,11572,3322
37747,6010,33733
37748,19097,17581
37749,21810,11974
37750,26228,46367
37751,10617,14101
37752,32118,26190
37753,1508,16666
37754,46642,10250
37755,17171,42166
37756,49680,39111
37757,15485,1534
37758,20868,25353
37759,22031,49926
37760,27524,21431
37761,341,33872
37762,44203,35613
37763,2864,30839
37764,30154,34055
37765,1065,8915
37766,22389,47786
37767,16497,16599
37768,24072,44930
37769,14817,44423
37770,32172,22942
37771,37892,7646
37772,8903,35833
37773,26706,47938
37774,31804,38846
37775,9086,35284
37776,18312,23985
37777,13705,17312
37778,32541,12021
37779,30011,9860
37780,29223,24142
37781,21531,7002
37782,x37782,y37782
37783,29637,25580
37784,1072,47835
37785,29925,39614
37786,15499,29387
37787,42354,47017
37788,28490,19613
37789,15083,46828
37790,26143,41355
37791,47994,20400
37792,121,25176
37793,38296,15994
37794,11230,43451
37795,8068,21852
37796,16997,478
37797,586,38147
37798,32739,6617
37799,21770,41667
37800,31817,18152
37801,20960,8528
37802,36246,13060
37803,30056,22337
37804,29456,2595
37805,5228,13826
37806,6516,24696
37807,2747,44410
37808,35529,14494
37809,42697,46523
37810,26343,47886
37811,12967,25026
37812,5310,27363
37813,41481,33115
37814,30614,35914
37815,23631,10427
37816,23848,11927
37817,27377,45376
37818,2484,20668
37819,32262,43043
37820,31150,43241
37821,33972,4563
37822,293,46662
37823,17534,45623
37824,7779,137
37825,12370,33628
37826,9963,14900
37827,26310,40239
37828,42315,15880
37829,48234,33822
37830,8549,33522
37831,27038,1231
37832,39642,20573
37833,28250,23240
37834,25587,47412
37835,33895,23738
37836,18278,47710
37837,36652,13575
37838,48734,41310
37839,24816,20336
37840,43803,32398
37841,47086,37848
37842,3184,30502
37843,3333,32308
37844,40481,9205
37845,15989,49363
37846,19814,11243
37847,13302,589
37848,8118,4495
37849,3767,30973
37850,31883,9367
37851,9621,35738
37852,38877,20347
37853,19454,2712
37854,30400,3893
37855,22928,25496
37856,38534,40470
37857,15379,48953
37858,4215,879
37859,935,4525
37860,17556,14272
37861,42129,20747
37862,26514,27041
37863,37899,48047
37864,16628,28878
37865,39927,26190
37866,45626,15609
37867,40712,44264
37868,47496,19581
37869,40732,46024
37870,6636,20894
37871,23948,41243
37872,48850,20087
37873,29495,9136
37874,x37874,y37874
37875,6359,42567
37876,2510,35380
37877,22713,21264
37878,48762,2992
37879,49239,28228
37880,20338,15454
37881,32941,20744
37882,36058,38359
37883,20440,4924
37884,15110,10572
37885,9356,2105
37886,43050,44813
37887,49810,1991
37888,8283,44044
37889,39561,27281
37890,21699,45489
37891,40581,31564
37892,1405,45544
37893,37434,42249
37894,10267,5154
37895,18184,43507
37896,4052,33594
37897,9606,48234
37898,20415,38919
37899,5168,21300
37900,21898,24342
37901,17673,48798
37902,3905,48185
37903,37957,38793
37904,5615,41995
37905,1935,35970
37906,36044,24816
37907,15814,27742
37908,35298,25429
37909,41189,12687
37910,44274,7417
37911,2730,1010
37912,10338,16767
37913,14752,24303
37914,25625,40665
37915,2578,14719
37916,27176,46492
37917,1856,43110
37918,37637,15334
37919,36772,15536
37920,18367,33685
37921,16397,16160
37922,42898,27246
37923,44401,25282
37924,2612,38077
37925,37890,44390
37926,945,42338
37927,45010,43021
37928,47859,41246
37929,44753,34457
37930,45456,2136
37931,1572,44365
37932,38165,10842
37933,2251,39710
37934,17757,49767
37935,35495,14548
37936,2169,20310
37937,37698,29968
37938,14063,17060
37939,34714,40635
37940,10758,21737
37941,1305,356
37942,38322,42127
37943,33609,45181
37944,48553,32961
37945,49392,24806
37946,31328,20647
37947,17797,25860
37948,3121,17947
37949,31753,23273
37950,20447,8345
37951,45231,48124
37952,28075,20451
37953,47211,20489
37954,18762,35989
37955,x37955,y37955
37956,46090,1269
37957,8582,37062
37958,14890,12401
37959,21982,10733
37960,45774,11537
37961,41030,8135
37962,43345,31168
37963,37134,49612
37964,39687,37236
37965,17102,20093
37966,2934,12934
37967,25865,42081
37968,14101,27250
37969,37455,6520
37970,16631,22138
37971,33993,19383
37972,45797,22682
37973,14859,46836
37974,22993,1126
37975,43342,48365
37976,x37976,y37976
37977,19652,35559
37978,37036,15927
37979,35729,3197
37980,22415,2496
37981,39668,33477
37982,18902,16805
37983,48474,25013
37984,45198,15176
37985,2666,31909
37986,46944,2595
37987,45650,4752
37988,8420,20441
37989,37684,35918
37990,23884,4565
37991,34848,10708
37992,23318,44851
37993,5082,1354
37994,29220,7912
37995,26359,42442
37996,25217,5287
37997,21536,24755
37998,48316,14059
37999,20305,33925
38000,9062,18150
38001,25960,6345
38002,22523,38271
38003,2386,20811
38004,17625,24486
38005,26800,19925
38006,3242,37888
38007,30688,989
38008,34500,20525
38009,32008,8335
38010,7528,47417
38011,32353,49200
38012,35048,44065
38013,34699,26792
38014,32841,33740
38015,2505,5769
38016,17749,38119
38017,42568,5482
38018,10778,12852
38019,39305,37417
38020,19007,1518
38021,42435,36081
38022,32946,10708
38023,44217,45269
38024,48688,48448
38025,19737,23306
38026,43656,47770
38027,15002,49656
38028,41076,44293
38029,1023,15299
38030,12920,25800
38031,x38031,y38031
38032,22095,25777
38033,36850,19475
38034,4140,5952
38035,6744,38955
38036,17262,2196
38037,18938,32581
38038,39631,4610
38039,20546,23245
38040,35338,38655
38041,5896,14633
38042,34725,8624
38043,3873,35448
38044,32650,15717
38045,253,14177
38046,19727,34818
38047,45309,37549
38048,23917,48624
38049,26437,35836
38050,16088,12121
38051,33058,30527
38052,1215,4535
38053,8789,1913
38054,34850,28316
38055,9583,16887
38056,18667,7199
38057,13337,27734
38058,42553,14201
38059,49430,45663
38060,6637,11492
38061,23640,2202
38062,46490,14689
38063,46006,4046
38064,41498,774
38065,24770,26635
38066,13822,6211
38067,32354,8496
38068,11736,30466
38069,6648,10467
38070,30989,16972
38071,38433,36080
38072,31996,6793
38073,37515,42211
38074,19974,44064
38075,37262,4893
38076,38340,529
38077,29181,43461
38078,45844,20612
38079,10532,4471
38080,27304,43318
38081,5851,36170
38082,24557,43813
38083,38723,49378
38084,12129,12353
38085,35538,44482
38086,30381,9612
38087,17166,17912
38088,25712,30199
38089,11235,32972
38090,9842,22633
38091,2784,33787
38092,15537,31372
38093,36432,30882
38094,23821,33865
38095,47920,37951
38096,22780,21660
38097,26515,40407
38098,32932,4745
38099,37926,45099
38100,23990,23469
38101,40754,568
38102,37418,46066
38103,33123,36988
38104,121,10144
38105,35609,3275
38106,17252,14032
38107,26481,12677
38108,39106,48865
38109,37617,48493
38110,15319,41760
38111,23570,7065
38112,42773,42062
38113,31335,10538
38114,46976,20807
38115,14199,38436
38116,9192,20968
38117,18303,9398
38118,22896,13834
38119,36984,12322
38120,4761,1686
38121,17252,22388
38122,26036,29530
38123,7226,30748
38124,6664,28249
38125,19409,12139
38126,3211,40770
38127,28286,6513
38128,27788,6023
38129,39440,729
38130,17745,32449
38131,2123,29596
38132,5588,41958
38133,35753,43944
38134,3195,16013
38135,20479,41134
38136,48349,18674
38137,1238,22778
38138,26377,21391
38139,2236,40729
38140,9937,21187
38141,32547,49287
38142,26972,49635
38143,31713,42482
38144,43436,45992
38145,31783,33828
38146,1029,12097
38147,44191,26119
38148,35295,47752
38149,9314,48228
38150,18037,26947
38151,20398,22966
38152,39971,19923
38153,45156,43918
38154,27101,34747
38155,40784,117
38156,45137,18425
38157,20695,4248
38158,32445,38680
38159,10168,22738
38160,35925,7686
38161,34834,13086
38162,4801,9094
38163,29933,16682
38164,49707,20340
38165,33053,44884
38166,11369,29455
38167,7747,3448
38168,11743,38705
38169,36766,41697
38170,10598,24510
38171,13656,34084
38172,27087,14829
38173,20697,36769
38174,44470,11055
38175,29383,33263
38176,5390,29634
38177,5238,31542
38178,30263,29028
38179,5583,35773
38180,24412,40290
38181,24787,29296
38182,45819,32647
38183,411,42446
38184,10650,26108
38185,10149,8289
38186,10826,31139
38187,47787,26488
38188,1993,8581
38189,46521,16097
38190,1028,16183
38191,14132,21763
38192,36228,26677
38193,38488,13991
38194,21421,21997
38195,793,41963
38196,18501,12837
38197,13683,21479
38198,14948,3839
38199,24867,34549
38200,33778,1074
38201,38041,45596
38202,3936,16079
38203,33727,867
38204,26465,49229
38205,42713,38095
38206,31024,3168
38207,21969,21701
38208,49639,8203
38209,42228,1039
38210,31440,43565
