a1,a2,ub_a1,lb_a1,ub_a2,lb_a2,cet_r,bst_r,pos_r
24769,24769,1,1,24769,24769,1,1,1
4941,4941,1,1,4941,4941,1,1,1
20798,20798,1,1,20798,20798,1,1,1
27419,27419,1,1,27419,27419,1,1,1
18340,18340,1,1,18340,18340,1,1,1
2157,2157,1,1,2157,2157,1,1,1
17948,17948,1,1,17948,17948,1,1,1
13417,13417,1,1,13417,13417,1,1,1
20976,20976,1,1,20976,20976,1,1,1
26003,26003,1,1,26003,26003,1,1,1
24789,24789,1,1,24789,24789,1,1,1
17060,17060,1,1,17060,17060,1,1,1
12042,12042,1,1,12042,12042,1,1,1
29612,29612,1,1,29612,29612,1,1,1
2253,2253,1,1,2253,2253,1,1,1
11599,11599,1,1,11599,11599,1,1,1
845,845,1,1,845,845,1,1,1
16227,16227,1,1,16227,16227,1,1,1
18069,18069,1,1,18069,18069,1,1,1
29045,29045,1,1,29045,29045,1,1,1
7899,7899,1,1,7899,7899,1,1,1
28636,28636,1,1,28636,28636,1,1,1
24975,24975,1,1,24975,24975,1,1,1
19299,19299,1,1,19299,19299,1,1,1
25240,25240,1,1,25240,25240,1,1,1
7692,7692,1,1,7692,7692,1,1,1
6301,6301,1,1,6301,6301,1,1,1
7746,7746,1,1,7746,7746,1,1,1
16986,16986,1,1,16986,16986,1,1,1
12032,12032,1,1,12032,12032,1,1,1
44,44,1,1,44,44,1,1,1
6874,6874,1,1,6874,6874,1,1,1
1365,1365,1,1,2365,1365,1,1,1
24091,24091,1,1,24091,24091,1,1,1
6060,6060,1,1,6060,6060,1,1,1
2255,2255,1,1,2255,2255,1,1,1
18613,18613,1,1,18613,18613,1,1,1
11859,11859,1,1,11859,11859,1,1,1
18642,18642,1,1,18642,18642,1,1,1
4044,4044,1,1,4044,4044,1,1,1
433,433,1,1,433,433,1,1,1
29381,29381,1,1,29381,29381,1,1,1
24522,24522,1,1,24522,24522,1,1,1
8831,8831,1,1,8831,8831,1,1,1
20731,20731,1,1,20731,20731,1,1,1
6511,6511,1,1,6511,6511,1,1,1
14665,14665,1,1,14665,14665,1,1,1
319,319,1,1,319,319,1,1,1
26590,26590,1,1,26590,26590,1,1,1
5021,5021,1,1,5021,5021,1,1,1
5461,5461,1,1,5461,5461,1,1,1
12305,12305,1,1,12305,12305,1,1,1
12912,12912,1,1,12912,12912,1,1,1
19295,19295,1,1,19295,19295,1,1,1
12874,12874,1,1,12874,12874,1,1,1
17306,17306,1,1,17306,17306,1,1,1
1807,1807,1,1,1807,1807,1,1,1
14987,14987,1,1,14987,14987,1,1,1
19049,19049,1,1,19049,19049,1,1,1
25339,25339,1,1,25339,25339,1,1,1
9262,9262,1,1,9262,9262,1,1,1
14032,14032,1,1,14032,14032,1,1,1
20466,20466,1,1,20466,20466,1,1,1
18394,18394,1,1,18394,18394,1,1,1
28364,28364,1,1,28364,28364,1,1,1
13891,13891,1,1,13891,13891,1,1,1
18372,18372,1,1,18372,18372,1,1,1
19246,19246,1,1,19246,19246,1,1,1
3158,3158,1,1,4158,3158,1,1,1
5405,5405,1,1,5405,5405,1,1,1
24902,24902,1,1,24902,24902,1,1,1
10015,10015,1,1,10015,10015,1,1,1
17266,17266,1,1,17266,17266,1,1,1
29482,29482,1,1,29482,29482,1,1,1
13252,13252,1,1,13252,13252,1,1,1
21582,21582,1,1,21582,21582,1,1,1
28600,28600,1,1,28600,28600,1,1,1
26745,26745,1,1,26745,26745,1,1,1
3713,3713,1,1,3713,3713,1,1,1
8121,8121,1,1,8121,8121,1,1,1
8535,8535,1,1,9535,8535,1,1,1
26024,26024,1,1,26024,26024,1,1,1
12775,12775,1,1,12775,12775,1,1,1
1357,1357,1,1,1357,1357,1,1,1
26995,26995,1,1,26995,26995,1,1,1
5528,5528,1,1,5528,5528,1,1,1
8914,8914,1,1,8914,8914,1,1,1
25692,25692,1,1,26692,25692,1,1,1
23802,23802,1,1,23802,23802,1,1,1
14659,14659,1,1,14659,14659,1,1,1
1867,1867,1,1,1867,1867,1,1,1
25229,25229,1,1,25229,25229,1,1,1
21285,21285,1,1,21285,21285,1,1,1
3892,3892,1,1,3892,3892,1,1,1
24116,24116,1,1,24116,24116,1,1,1
15006,15006,1,1,15006,15006,1,1,1
7965,7965,1,1,7965,7965,1,1,1
22830,22830,1,1,22830,22830,1,1,1
6159,6159,1,1,6159,6159,1,1,1
5056,5056,1,1,5056,5056,1,1,1
8653,8653,1,1,8653,8653,1,1,1
7131,7131,1,1,7131,7131,1,1,1
9630,9630,1,1,9630,9630,1,1,1
16241,16241,1,1,16241,16241,1,1,1
15019,15019,1,1,15019,15019,1,1,1
988,988,1,1,988,988,1,1,1
145,145,1,1,145,145,1,1,1
22443,22443,1,1,22443,22443,1,1,1
11064,11064,1,1,11064,11064,1,1,1
20504,20504,1,1,20504,20504,1,1,1
19301,19301,1,1,19301,19301,1,1,1
4449,4449,1,1,4449,4449,1,1,1
29699,29699,1,1,29699,29699,1,1,1
2816,2816,1,1,2816,2816,1,1,1
28750,28750,1,1,28750,28750,1,1,1
7580,7580,1,1,7580,7580,1,1,1
14311,14311,1,1,14311,14311,1,1,1
16640,16640,1,1,16640,16640,1,1,1
13054,13054,1,1,13054,13054,1,1,1
14453,14453,1,1,14453,14453,1,1,1
5931,5931,1,1,5931,5931,1,1,1
20839,20839,1,1,20839,20839,1,1,1
14715,14715,1,1,14715,14715,1,1,1
10467,10467,1,1,10467,10467,1,1,1
21341,21341,1,1,21341,21341,1,1,1
13499,13499,1,1,13499,13499,1,1,1
28771,28771,1,1,28771,28771,1,1,1
2214,2214,1,1,2214,2214,1,1,1
5473,5473,1,1,5473,5473,1,1,1
26687,26687,1,1,26687,26687,1,1,1
26014,26014,1,1,26014,26014,1,1,1
7114,7114,1,1,7114,7114,1,1,1
118,118,1,1,118,118,1,1,1
25751,25751,1,1,25751,25751,1,1,1
22230,22230,1,1,22230,22230,1,1,1
28747,28747,1,1,28747,28747,1,1,1
14079,14079,1,1,14079,14079,1,1,1
7211,7211,1,1,7211,7211,1,1,1
22134,22134,1,1,22134,22134,1,1,1
18398,18398,1,1,18398,18398,1,1,1
119,119,1,1,119,119,1,1,1
3822,3822,1,1,3822,3822,1,1,1
3017,3017,1,1,3017,3017,1,1,1
21466,21466,1,1,21466,21466,1,1,1
9654,9654,1,1,9654,9654,1,1,1
11239,11239,1,1,11239,11239,1,1,1
26085,26085,1,1,26085,26085,1,1,1
11307,11307,1,1,11307,11307,1,1,1
29760,29760,1,1,29760,29760,1,1,1
2509,2509,1,1,2509,2509,1,1,1
3212,3212,1,1,3212,3212,1,1,1
28955,28955,1,1,28955,28955,1,1,1
9434,9434,1,1,9434,9434,1,1,1
24492,24492,1,1,24492,24492,1,1,1
10658,10658,1,1,10658,10658,1,1,1
18348,18348,1,1,18348,18348,1,1,1
11237,11237,1,1,11237,11237,1,1,1
3331,3331,1,1,3331,3331,1,1,1
18652,18652,1,1,18652,18652,1,1,1
5166,5166,1,1,5166,5166,1,1,1
29093,29093,1,1,29093,29093,1,1,1
6473,6473,1,1,6473,6473,1,1,1
14063,14063,1,1,14063,14063,1,1,1
11705,11705,1,1,11705,11705,1,1,1
2183,2183,1,1,2183,2183,1,1,1
24108,24108,1,1,24108,24108,1,1,1
14510,14510,1,1,14510,14510,1,1,1
22097,22097,1,1,22097,22097,1,1,1
7998,7998,1,1,7998,7998,1,1,1
11867,11867,1,1,12867,11867,1,1,1
9008,9008,1,1,9008,9008,1,1,1
1692,1692,1,1,1692,1692,1,1,1
12201,12201,1,1,12201,12201,1,1,1
6482,6482,1,1,6482,6482,1,1,1
16320,16320,1,1,16320,16320,1,1,1
28365,28365,1,1,28365,28365,1,1,1
21448,21448,1,1,21448,21448,1,1,1
14036,14036,1,1,14036,14036,1,1,1
3730,3730,1,1,3730,3730,1,1,1
2639,2639,1,1,2639,2639,1,1,1
15088,15088,1,1,15088,15088,1,1,1
22886,22886,1,1,22886,22886,1,1,1
5185,5185,1,1,5185,5185,1,1,1
9206,9206,1,1,10206,9206,1,1,1
13532,13532,1,1,13532,13532,1,1,1
13840,13840,1,1,13840,13840,1,1,1
19991,19991,1,1,19991,19991,1,1,1
28905,28905,1,1,28905,28905,1,1,1
22940,22940,1,1,22940,22940,1,1,1
10476,10476,1,1,10476,10476,1,1,1
11645,11645,1,1,11645,11645,1,1,1
862,862,1,1,862,862,1,1,1
20542,20542,1,1,20542,20542,1,1,1
13299,13299,1,1,13299,13299,1,1,1
292,292,1,1,292,292,1,1,1
19715,19715,1,1,19715,19715,1,1,1
3003,3003,1,1,4003,3003,1,1,1
6889,6889,1,1,6889,6889,1,1,1
2307,2307,1,1,2307,2307,1,1,1
16172,16172,1,1,16172,16172,1,1,1
293,293,1,1,293,293,1,1,1
25554,25554,1,1,25554,25554,1,1,1
29107,29107,1,1,29107,29107,1,1,1
369,369,1,1,369,369,1,1,1
7919,7919,1,1,7919,7919,1,1,1
11467,11467,1,1,12467,11467,1,1,1
25272,25272,1,1,25272,25272,1,1,1
13589,13589,1,1,13589,13589,1,1,1
15640,15640,1,1,15640,15640,1,1,1
9415,9415,1,1,9415,9415,1,1,1
12154,12154,1,1,12154,12154,1,1,1
2218,2218,1,1,2218,2218,1,1,1
9839,9839,1,1,10839,9839,1,1,1
20097,20097,1,1,20097,20097,1,1,1
12795,12795,1,1,12795,12795,1,1,1
15554,15554,1,1,15554,15554,1,1,1
11929,11929,1,1,11929,11929,1,1,1
11634,11634,1,1,11634,11634,1,1,1
18657,18657,1,1,18657,18657,1,1,1
26393,26393,1,1,26393,26393,1,1,1
2813,2813,1,1,2813,2813,1,1,1
15385,15385,1,1,15385,15385,1,1,1
8965,8965,1,1,8965,8965,1,1,1
27945,27945,1,1,27945,27945,1,1,1
20101,20101,1,1,20101,20101,1,1,1
25003,25003,1,1,25003,25003,1,1,1
5771,5771,1,1,5771,5771,1,1,1
16469,16469,1,1,16469,16469,1,1,1
19548,19548,1,1,19548,19548,1,1,1
28152,28152,1,1,28152,28152,1,1,1
10833,10833,1,1,10833,10833,1,1,1
20809,20809,1,1,20809,20809,1,1,1
25040,25040,1,1,25040,25040,1,1,1
18897,18897,1,1,19897,18897,1,1,1
4641,4641,1,1,4641,4641,1,1,1
7969,7969,1,1,7969,7969,1,1,1
29465,29465,1,1,29465,29465,1,1,1
13795,13795,1,1,13795,13795,1,1,1
25423,25423,1,1,25423,25423,1,1,1
27588,27588,1,1,27588,27588,1,1,1
4516,4516,1,1,4516,4516,1,1,1
23047,23047,1,1,23047,23047,1,1,1
13516,13516,1,1,13516,13516,1,1,1
21105,21105,1,1,21105,21105,1,1,1
15871,15871,1,1,15871,15871,1,1,1
5192,5192,1,1,5192,5192,1,1,1
25924,25924,1,1,25924,25924,1,1,1
7471,7471,1,1,7471,7471,1,1,1
8882,8882,1,1,8882,8882,1,1,1
15142,15142,1,1,15142,15142,1,1,1
18286,18286,1,1,18286,18286,1,1,1
26491,26491,1,1,26491,26491,1,1,1
25660,25660,1,1,25660,25660,1,1,1
19702,19702,1,1,19702,19702,1,1,1
23893,23893,1,1,23893,23893,1,1,1
16015,16015,1,1,16015,16015,1,1,1
27204,27204,1,1,27204,27204,1,1,1
15928,15928,1,1,15928,15928,1,1,1
275,275,1,1,275,275,1,1,1
17299,17299,1,1,17299,17299,1,1,1
23976,23976,1,1,23976,23976,1,1,1
29861,29861,1,1,29861,29861,1,1,1
728,728,1,1,728,728,1,1,1
25385,25385,1,1,25385,25385,1,1,1
17626,17626,1,1,17626,17626,1,1,1
13725,13725,1,1,13725,13725,1,1,1
1258,1258,1,1,1258,1258,1,1,1
21736,21736,1,1,21736,21736,1,1,1
1530,1530,1,1,1530,1530,1,1,1
446,446,1,1,446,446,1,1,1
8274,8274,1,1,8274,8274,1,1,1
15720,15720,1,1,15720,15720,1,1,1
25124,25124,1,1,25124,25124,1,1,1
6762,6762,1,1,6762,6762,1,1,1
20220,20220,1,1,20220,20220,1,1,1
7775,7775,1,1,7775,7775,1,1,1
22474,22474,1,1,23474,22474,1,1,1
20206,20206,1,1,20206,20206,1,1,1
3656,3656,1,1,3656,3656,1,1,1
16081,16081,1,1,16081,16081,1,1,1
16783,16783,1,1,16783,16783,1,1,1
28299,28299,1,1,28299,28299,1,1,1
4907,4907,1,1,4907,4907,1,1,1
26600,26600,1,1,26600,26600,1,1,1
8691,8691,1,1,8691,8691,1,1,1
25520,25520,1,1,25520,25520,1,1,1
23556,23556,1,1,24556,23556,1,1,1
16662,16662,1,1,16662,16662,1,1,1
28844,28844,1,1,28844,28844,1,1,1
19149,19149,1,1,19149,19149,1,1,1
16022,16022,1,1,16022,16022,1,1,1
14153,14153,1,1,14153,14153,1,1,1
11914,11914,1,1,11914,11914,1,1,1
5374,5374,1,1,5374,5374,1,1,1
2103,2103,1,1,2103,2103,1,1,1
11535,11535,1,1,11535,11535,1,1,1
27805,27805,1,1,27805,27805,1,1,1
21730,21730,1,1,21730,21730,1,1,1
16577,16577,1,1,16577,16577,1,1,1
22370,22370,1,1,22370,22370,1,1,1
23532,23532,1,1,23532,23532,1,1,1
5160,5160,1,1,5160,5160,1,1,1
26553,26553,1,1,26553,26553,1,1,1
3461,3461,1,1,3461,3461,1,1,1
4400,4400,1,1,4400,4400,1,1,1
19867,19867,1,1,19867,19867,1,1,1
369,369,1,1,369,369,1,1,1
24218,24218,1,1,24218,24218,1,1,1
19557,19557,1,1,19557,19557,1,1,1
28199,28199,1,1,28199,28199,1,1,1
19378,19378,1,1,19378,19378,1,1,1
9121,9121,1,1,9121,9121,1,1,1
12814,12814,1,1,12814,12814,1,1,1
22822,22822,1,1,22822,22822,1,1,1
20952,20952,1,1,20952,20952,1,1,1
21173,21173,1,1,21173,21173,1,1,1
6152,6152,1,1,6152,6152,1,1,1
26521,26521,1,1,26521,26521,1,1,1
8991,8991,1,1,8991,8991,1,1,1
24718,24718,1,1,24718,24718,1,1,1
15333,15333,1,1,15333,15333,1,1,1
778,778,1,1,778,778,1,1,1
24419,24419,1,1,24419,24419,1,1,1
3461,3461,1,1,3461,3461,1,1,1
7891,7891,1,1,7891,7891,1,1,1
6225,6225,1,1,6225,6225,1,1,1
10396,10396,1,1,10396,10396,1,1,1
15244,15244,1,1,16244,15244,1,1,1
18034,18034,1,1,18034,18034,1,1,1
18735,18735,1,1,18735,18735,1,1,1
26474,26474,1,1,26474,26474,1,1,1
25946,25946,1,1,25946,25946,1,1,1
3512,3512,1,1,3512,3512,1,1,1
12393,12393,1,1,12393,12393,1,1,1
1406,1406,1,1,1406,1406,1,1,1
14576,14576,1,1,14576,14576,1,1,1
1782,1782,1,1,1782,1782,1,1,1
23575,23575,1,1,23575,23575,1,1,1
24148,24148,1,1,24148,24148,1,1,1
3771,3771,1,1,3771,3771,1,1,1
16495,16495,1,1,16495,16495,1,1,1
27956,27956,1,1,28956,27956,1,1,1
15435,15435,1,1,15435,15435,1,1,1
4378,4378,1,1,4378,4378,1,1,1
19031,19031,1,1,19031,19031,1,1,1
1149,1149,1,1,1149,1149,1,1,1
24117,24117,1,1,24117,24117,1,1,1
14328,14328,1,1,14328,14328,1,1,1
6606,6606,1,1,6606,6606,1,1,1
13141,13141,1,1,13141,13141,1,1,1
786,786,1,1,786,786,1,1,1
10568,10568,1,1,10568,10568,1,1,1
27834,27834,1,1,27834,27834,1,1,1
12083,12083,1,1,12083,12083,1,1,1
417,417,1,1,417,417,1,1,1
15443,15443,1,1,15443,15443,1,1,1
5671,5671,1,1,5671,5671,1,1,1
22856,22856,1,1,22856,22856,1,1,1
15312,15312,1,1,15312,15312,1,1,1
28345,28345,1,1,28345,28345,1,1,1
12122,12122,1,1,12122,12122,1,1,1
14484,14484,1,1,14484,14484,1,1,1
3610,3610,1,1,3610,3610,1,1,1
8154,8154,1,1,8154,8154,1,1,1
28531,28531,1,1,28531,28531,1,1,1
10164,10164,1,1,10164,10164,1,1,1
5307,5307,1,1,5307,5307,1,1,1
23982,23982,1,1,23982,23982,1,1,1
16042,16042,1,1,16042,16042,1,1,1
6744,6744,1,1,6744,6744,1,1,1
3325,3325,1,1,3325,3325,1,1,1
20204,20204,1,1,20204,20204,1,1,1
17293,17293,1,1,17293,17293,1,1,1
10508,10508,1,1,10508,10508,1,1,1
1344,1344,1,1,1344,1344,1,1,1
21562,21562,1,1,21562,21562,1,1,1
5542,5542,1,1,5542,5542,1,1,1
23066,23066,1,1,24066,23066,1,1,1
13825,13825,1,1,13825,13825,1,1,1
8127,8127,1,1,8127,8127,1,1,1
1969,1969,1,1,1969,1969,1,1,1
17898,17898,1,1,17898,17898,1,1,1
1783,1783,1,1,1783,1783,1,1,1
8797,8797,1,1,8797,8797,1,1,1
26456,26456,1,1,26456,26456,1,1,1
16926,16926,1,1,16926,16926,1,1,1
20509,20509,1,1,20509,20509,1,1,1
23916,23916,1,1,23916,23916,1,1,1
564,564,1,1,564,564,1,1,1
10503,10503,1,1,10503,10503,1,1,1
9253,9253,1,1,9253,9253,1,1,1
33,33,1,1,33,33,1,1,1
3200,3200,1,1,3200,3200,1,1,1
189,189,1,1,189,189,1,1,1
988,988,1,1,988,988,1,1,1
14588,14588,1,1,14588,14588,1,1,1
24766,24766,1,1,24766,24766,1,1,1
13793,13793,1,1,13793,13793,1,1,1
3229,3229,1,1,3229,3229,1,1,1
7824,7824,1,1,7824,7824,1,1,1
10092,10092,1,1,11092,10092,1,1,1
26199,26199,1,1,26199,26199,1,1,1
20218,20218,1,1,20218,20218,1,1,1
28658,28658,1,1,28658,28658,1,1,1
25035,25035,1,1,25035,25035,1,1,1
6034,6034,1,1,6034,6034,1,1,1
7275,7275,1,1,7275,7275,1,1,1
16448,16448,1,1,16448,16448,1,1,1
4016,4016,1,1,4016,4016,1,1,1
11899,11899,1,1,12899,11899,1,1,1
15914,15914,1,1,15914,15914,1,1,1
28511,28511,1,1,28511,28511,1,1,1
25653,25653,1,1,25653,25653,1,1,1
25424,25424,1,1,25424,25424,1,1,1
10729,10729,1,1,10729,10729,1,1,1
5396,5396,1,1,5396,5396,1,1,1
24859,24859,1,1,24859,24859,1,1,1
6913,6913,1,1,6913,6913,1,1,1
14731,14731,1,1,14731,14731,1,1,1
4408,4408,1,1,4408,4408,1,1,1
11189,11189,1,1,11189,11189,1,1,1
9558,9558,1,1,9558,9558,1,1,1
19551,19551,1,1,19551,19551,1,1,1
25422,25422,1,1,25422,25422,1,1,1
26973,26973,1,1,26973,26973,1,1,1
21484,21484,1,1,21484,21484,1,1,1
26179,26179,1,1,26179,26179,1,1,1
878,878,1,1,878,878,1,1,1
16981,16981,1,1,16981,16981,1,1,1
10320,10320,1,1,10320,10320,1,1,1
21423,21423,1,1,21423,21423,1,1,1
804,804,1,1,804,804,1,1,1
25458,25458,1,1,25458,25458,1,1,1
20577,20577,1,1,20577,20577,1,1,1
26502,26502,1,1,27502,26502,1,1,1
1737,1737,1,1,1737,1737,1,1,1
20297,20297,1,1,20297,20297,1,1,1
27162,27162,1,1,27162,27162,1,1,1
694,694,1,1,694,694,1,1,1
5729,5729,1,1,5729,5729,1,1,1
26013,26013,1,1,26013,26013,1,1,1
10033,10033,1,1,10033,10033,1,1,1
17779,17779,1,1,17779,17779,1,1,1
12506,12506,1,1,12506,12506,1,1,1
3931,3931,1,1,3931,3931,1,1,1
7301,7301,1,1,7301,7301,1,1,1
6903,6903,1,1,6903,6903,1,1,1
25279,25279,1,1,25279,25279,1,1,1
13556,13556,1,1,13556,13556,1,1,1
19601,19601,1,1,19601,19601,1,1,1
13715,13715,1,1,13715,13715,1,1,1
12989,12989,1,1,12989,12989,1,1,1
3677,3677,1,1,3677,3677,1,1,1
29980,29980,1,1,29980,29980,1,1,1
18860,18860,1,1,18860,18860,1,1,1
16687,16687,1,1,16687,16687,1,1,1
4116,4116,1,1,4116,4116,1,1,1
4731,4731,1,1,4731,4731,1,1,1
3580,3580,1,1,3580,3580,1,1,1
23924,23924,1,1,23924,23924,1,1,1
3539,3539,1,1,3539,3539,1,1,1
23775,23775,1,1,23775,23775,1,1,1
18701,18701,1,1,18701,18701,1,1,1
6661,6661,1,1,6661,6661,1,1,1
21727,21727,1,1,21727,21727,1,1,1
4281,4281,1,1,4281,4281,1,1,1
12591,12591,1,1,12591,12591,1,1,1
15964,15964,1,1,15964,15964,1,1,1
933,933,1,1,933,933,1,1,1
7989,7989,1,1,7989,7989,1,1,1
4627,4627,1,1,4627,4627,1,1,1
761,761,1,1,761,761,1,1,1
12418,12418,1,1,12418,12418,1,1,1
14420,14420,1,1,14420,14420,1,1,1
1518,1518,1,1,1518,1518,1,1,1
11056,11056,1,1,11056,11056,1,1,1
19008,19008,1,1,19008,19008,1,1,1
5642,5642,1,1,5642,5642,1,1,1
23264,23264,1,1,23264,23264,1,1,1
11467,11467,1,1,11467,11467,1,1,1
10351,10351,1,1,10351,10351,1,1,1
18429,18429,1,1,18429,18429,1,1,1
14106,14106,1,1,14106,14106,1,1,1
20741,20741,1,1,20741,20741,1,1,1
27433,27433,1,1,27433,27433,1,1,1
6002,6002,1,1,6002,6002,1,1,1
27120,27120,1,1,27120,27120,1,1,1
25638,25638,1,1,25638,25638,1,1,1
5440,5440,1,1,5440,5440,1,1,1
7256,7256,1,1,7256,7256,1,1,1
12187,12187,1,1,12187,12187,1,1,1
25230,25230,1,1,25230,25230,1,1,1
23475,23475,1,1,23475,23475,1,1,1
11173,11173,1,1,11173,11173,1,1,1
24628,24628,1,1,24628,24628,1,1,1
12170,12170,1,1,12170,12170,1,1,1
14541,14541,1,1,14541,14541,1,1,1
1568,1568,1,1,1568,1568,1,1,1
29893,29893,1,1,29893,29893,1,1,1
29713,29713,1,1,29713,29713,1,1,1
18325,18325,1,1,18325,18325,1,1,1
3594,3594,1,1,3594,3594,1,1,1
9471,9471,1,1,9471,9471,1,1,1
7322,7322,1,1,7322,7322,1,1,1
593,593,1,1,593,593,1,1,1
2185,2185,1,1,2185,2185,1,1,1
20329,20329,1,1,20329,20329,1,1,1
5325,5325,1,1,5325,5325,1,1,1
21751,21751,1,1,21751,21751,1,1,1
19590,19590,1,1,19590,19590,1,1,1
16244,16244,1,1,16244,16244,1,1,1
23915,23915,1,1,23915,23915,1,1,1
13979,13979,1,1,13979,13979,1,1,1
12973,12973,1,1,12973,12973,1,1,1
26463,26463,1,1,26463,26463,1,1,1
18848,18848,1,1,18848,18848,1,1,1
1274,1274,1,1,1274,1274,1,1,1
12278,12278,1,1,12278,12278,1,1,1
11567,11567,1,1,11567,11567,1,1,1
6445,6445,1,1,6445,6445,1,1,1
11735,11735,1,1,11735,11735,1,1,1
10688,10688,1,1,10688,10688,1,1,1
6581,6581,1,1,6581,6581,1,1,1
14917,14917,1,1,14917,14917,1,1,1
12438,12438,1,1,12438,12438,1,1,1
15758,15758,1,1,15758,15758,1,1,1
2309,2309,1,1,2309,2309,1,1,1
1082,1082,1,1,1082,1082,1,1,1
19507,19507,1,1,19507,19507,1,1,1
18368,18368,1,1,18368,18368,1,1,1
22236,22236,1,1,22236,22236,1,1,1
21593,21593,1,1,21593,21593,1,1,1
25695,25695,1,1,25695,25695,1,1,1
11530,11530,1,1,11530,11530,1,1,1
10903,10903,1,1,10903,10903,1,1,1
27799,27799,1,1,27799,27799,1,1,1
12847,12847,1,1,12847,12847,1,1,1
29376,29376,1,1,29376,29376,1,1,1
23720,23720,1,1,23720,23720,1,1,1
22333,22333,1,1,22333,22333,1,1,1
4183,4183,1,1,4183,4183,1,1,1
16415,16415,1,1,16415,16415,1,1,1
21588,21588,1,1,21588,21588,1,1,1
13545,13545,1,1,13545,13545,1,1,1
5961,5961,1,1,5961,5961,1,1,1
10934,10934,1,1,10934,10934,1,1,1
15575,15575,1,1,15575,15575,1,1,1
6234,6234,1,1,6234,6234,1,1,1
28422,28422,1,1,28422,28422,1,1,1
19768,19768,1,1,19768,19768,1,1,1
16554,16554,1,1,16554,16554,1,1,1
728,728,1,1,728,728,1,1,1
16894,16894,1,1,16894,16894,1,1,1
27397,27397,1,1,27397,27397,1,1,1
12825,12825,1,1,12825,12825,1,1,1
621,621,1,1,621,621,1,1,1
3748,3748,1,1,3748,3748,1,1,1
18276,18276,1,1,18276,18276,1,1,1
15956,15956,1,1,15956,15956,1,1,1
12868,12868,1,1,12868,12868,1,1,1
914,914,1,1,914,914,1,1,1
5944,5944,1,1,5944,5944,1,1,1
1276,1276,1,1,1276,1276,1,1,1
24529,24529,1,1,24529,24529,1,1,1
16005,16005,1,1,16005,16005,1,1,1
3709,3709,1,1,3709,3709,1,1,1
20318,20318,1,1,20318,20318,1,1,1
4342,4342,1,1,4342,4342,1,1,1
28182,28182,1,1,28182,28182,1,1,1
736,736,1,1,736,736,1,1,1
2416,2416,1,1,2416,2416,1,1,1
28556,28556,1,1,28556,28556,1,1,1
5397,5397,1,1,5397,5397,1,1,1
4851,4851,1,1,4851,4851,1,1,1
3275,3275,1,1,3275,3275,1,1,1
23328,23328,1,1,23328,23328,1,1,1
17059,17059,1,1,17059,17059,1,1,1
23127,23127,1,1,23127,23127,1,1,1
27420,27420,1,1,27420,27420,1,1,1
24616,24616,1,1,24616,24616,1,1,1
6324,6324,1,1,6324,6324,1,1,1
3427,3427,1,1,3427,3427,1,1,1
7459,7459,1,1,7459,7459,1,1,1
8315,8315,1,1,8315,8315,1,1,1
22958,22958,1,1,22958,22958,1,1,1
24717,24717,1,1,24717,24717,1,1,1
23458,23458,1,1,23458,23458,1,1,1
25604,25604,1,1,25604,25604,1,1,1
17324,17324,1,1,17324,17324,1,1,1
5383,5383,1,1,5383,5383,1,1,1
18819,18819,1,1,18819,18819,1,1,1
15533,15533,1,1,15533,15533,1,1,1
16314,16314,1,1,16314,16314,1,1,1
9983,9983,1,1,9983,9983,1,1,1
5946,5946,1,1,5946,5946,1,1,1
159,159,1,1,159,159,1,1,1
9678,9678,1,1,9678,9678,1,1,1
1340,1340,1,1,1340,1340,1,1,1
11817,11817,1,1,11817,11817,1,1,1
27803,27803,1,1,27803,27803,1,1,1
28227,28227,1,1,28227,28227,1,1,1
29037,29037,1,1,29037,29037,1,1,1
23540,23540,1,1,23540,23540,1,1,1
9457,9457,1,1,9457,9457,1,1,1
9415,9415,1,1,9415,9415,1,1,1
1290,1290,1,1,1290,1290,1,1,1
22606,22606,1,1,22606,22606,1,1,1
20100,20100,1,1,20100,20100,1,1,1
7029,7029,1,1,7029,7029,1,1,1
18478,18478,1,1,18478,18478,1,1,1
25389,25389,1,1,25389,25389,1,1,1
10624,10624,1,1,10624,10624,1,1,1
9929,9929,1,1,9929,9929,1,1,1
549,549,1,1,549,549,1,1,1
12231,12231,1,1,12231,12231,1,1,1
578,578,1,1,578,578,1,1,1
14143,14143,1,1,14143,14143,1,1,1
25094,25094,1,1,25094,25094,1,1,1
19675,19675,1,1,19675,19675,1,1,1
22611,22611,1,1,22611,22611,1,1,1
21674,21674,1,1,21674,21674,1,1,1
24963,24963,1,1,24963,24963,1,1,1
13587,13587,1,1,13587,13587,1,1,1
2047,2047,1,1,2047,2047,1,1,1
22045,22045,1,1,22045,22045,1,1,1
14775,14775,1,1,14775,14775,1,1,1
27041,27041,1,1,27041,27041,1,1,1
6896,6896,1,1,6896,6896,1,1,1
19930,19930,1,1,19930,19930,1,1,1
5787,5787,1,1,5787,5787,1,1,1
22595,22595,1,1,22595,22595,1,1,1
22398,22398,1,1,22398,22398,1,1,1
16674,16674,1,1,16674,16674,1,1,1
23803,23803,1,1,23803,23803,1,1,1
1246,1246,1,1,1246,1246,1,1,1
6812,6812,1,1,6812,6812,1,1,1
26782,26782,1,1,26782,26782,1,1,1
11337,11337,1,1,12337,11337,1,1,1
23081,23081,1,1,23081,23081,1,1,1
18043,18043,1,1,18043,18043,1,1,1
